Input.Number	Input.Sentence	Answer.relations	Answer.if_single_relation	Answer.if_positive_agg	Answer.if_negative_agg	Answer.relationtype
6610	the main savings were due to a reduction in economies of scale in the use of the campus site housing	[[{'concept1': 'savings', 'relation': 'economies', 'concept2': 'housing', 'relationtype': 'positive'}], [{'concept1': 'savings', 'relation': 'due to', 'concept2': 'reduction', 'relationtype': 'positive'}], [{'concept1': 'saving', 'relation': 'due to', 'concept2': 'housing economies reduction', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6629	obama saved the economy	[[{'concept1': 'obama', 'relation': 'saved', 'concept2': 'the economy', 'relationtype': 'positive'}], [{'concept1': 'obama', 'relation': 'saved', 'concept2': 'the economy', 'relationtype': 'positive'}], [{'concept1': 'obama', 'relation': 'saved', 'concept2': 'the economy', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6630	evidence for increased savings is needed to stop the downward spiral of the economy	[[{'concept1': 'increased savings', 'relation': 'stop', 'concept2': 'downward spiral of the economy', 'relationtype': 'negative'}], nan, [{'concept1': 'evidence for increased savings is needed', 'relation': 'to stop', 'concept2': 'the downward spiral of the economy', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
6643	obama has saved the us economy	[[{'concept1': 'obama', 'relation': 'saved', 'concept2': 'economy', 'relationtype': 'positive'}], [{'concept1': 'obama', 'relation': 'has saved', 'concept2': 'the us economy', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6661	abusive language is too ubiquitous to be criminalized , just as roaming about topless in certain african/south american tribes can not be dubbed illicit indecent exposure and making marijuana illegal has only further popularized pot smoking ; the world over	[[{'concept1': 'making marijuana illegal', 'relation': 'popularized', 'concept2': 'pot smoking', 'relationtype': 'positive'}], [{'concept1': 'making marijuana illegal', 'relation': 'popularized', 'concept2': 'pot smoking', 'relationtype': 'positive'}], [{'concept1': 'illegal marijuana', 'relation': 'popularized', 'concept2': 'pot smoking', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6688	organized crime is funded by illegal , unregulated drug use	[[{'concept1': 'organized crime', 'relation': 'funded by', 'concept2': 'illegal, unregulated drug use', 'relationtype': 'positive'}], [{'concept1': 'illegal, unregulated drug use', 'relation': 'funded by', 'concept2': 'organized crime', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6704	is high , because of illegal drug runners and murderers i 'm sympathetic for the innocent citizens the crime	[[{'concept1': "i 'm sympathetic", 'relation': 'because of', 'concept2': 'illegal drug runners', 'relationtype': 'positive'}, {'concept1': "i 'm sympathetic", 'relation': 'because of', 'concept2': 'murderers', 'relationtype': 'positive'}], [{'concept1': 'sympathetic for the innocent citizens', 'relation': 'crime is high', 'concept2': 'because of illegal drug runners and murderers', 'relationtype': 'positive'}], nan]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6706	violent gangs bring in the profit from illegal drugs	[nan, [{'concept1': 'violent gangs', 'relation': 'bring in', 'concept2': 'profit', 'relationtype': 'positive'}], [{'concept1': 'violent gangs', 'relation': 'bring', 'concept2': 'profit from illegal drugs', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6712	we are avoiding the jump in crime due to the illegal drug trade	[[{'concept1': 'we', 'relation': 'avoiding', 'concept2': 'crime due to the illegal drug trade', 'relationtype': 'negative'}], [{'concept1': 'we', 'relation': 'are avoiding', 'concept2': 'the jump in crime due to illegal drug trade', 'relationtype': 'negative'}], [{'concept1': 'we', 'relation': 'due to the illegal drug trade', 'concept2': 'crime', 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
6717	conclusion : abortion is favored conclusion is elaborated on : safe access to professional abortion reduces the criminal behavior involved in illegal abortion , including but not limited to , unregulated procedures : equipment used , location , and the number of criminal activities required to get access to drugs , etc	[[{'concept1': 'abortion', 'relation': 'reduces', 'concept2': 'criminal behavior', 'relationtype': 'negative'}], [{'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'criminal behavior involved in illegal abortion', 'relationtype': 'negative'}, {'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'unregulated procedures', 'relationtype': 'negative'}, {'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'equipment used', 'relationtype': 'negative'}, {'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'location', 'relationtype': 'negative'}, {'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'the number of criminal activities required to get access to drugs', 'relationtype': 'negative'}], [{'concept1': 'safe access to professional abortion', 'relation': 'reduces', 'concept2': 'criminal behavior involved in illegal abortion', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 5, 'agg': 1}}
6728	sub point 2 : organized crime is dangerous to everyone , and the illegality of drugs is their main source of power	[[{'concept1': 'illegality of drugs', 'relation': 'main source of power', 'concept2': 'organized crime', 'relationtype': 'positive'}], nan, [{'concept1': 'organized crime', 'relation': 'is dangerous', 'concept2': 'to everyone', 'relationtype': 'negative'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
6755	7 ) victimless crimes prove the law of society people have given people permission to take illegal drugs , walk around naked , and speed in traffic situations the one 's committing	[[{'concept1': 'victimless crimes', 'relation': 'prove', 'concept2': 'the law of society', 'relationtype': 'positive'}], nan, [{'concept1': 'victimless crimes', 'relation': 'given people', 'concept2': 'illegal drugs', 'relationtype': 'negative'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
6756	illegal drugs are illegal because the people committing violent crimes are harmful	[[{'concept1': 'illegal drugs', 'relation': 'harmful', 'concept2': 'violent crimes', 'relationtype': 'negative'}], [], nan]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
6763	illegal drug is dealing criminals	[[{'concept1': 'criminals', 'relation': 'is dealing', 'concept2': 'illegal drug', 'relationtype': 'positive'}], [{'concept1': 'illegal', 'relation': 'drug', 'concept2': 'dealing criminals', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6784	example was my new york city ( 74 % of drug related crime in nyc is due to the illegal drug trade , while 14 % is due to the physiological effects of drugs ) my chart	[[{'concept1': '74 % of drug related crime', 'relation': 'due to', 'concept2': 'illegal drug trade', 'relationtype': 'positive'}, {'concept1': '14 %', 'relation': 'due to', 'concept2': 'physiological effects of drugs', 'relationtype': 'positive'}], nan, [{'concept1': 'illegal drug trade', 'relation': 'is due to', 'concept2': 'drug related crime in nyc', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6786	rates due to not readily having access to things things such as alcohol or illegal drugs lower crimes	[nan, [{'concept1': 'rates due to not readily having access alcohol', 'relation': 'lower', 'concept2': 'crimes', 'relationtype': 'negative'}, {'concept1': 'rates due to not readily having access illegal drugs', 'relation': 'lower', 'concept2': 'crimes', 'relationtype': 'negative'}], [{'concept1': 'rates due to not readily having access to things things such as alcohol or illegal drugs', 'relation': 'lower', 'concept2': 'crimes', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 2, 'agg': 1}}
6808	another illegal drugs will fund the criminal empire	[[{'concept1': 'illegal drugs', 'relation': 'fund', 'concept2': 'the criminal empire', 'relationtype': 'positive'}], [{'concept1': 'drugs', 'relation': 'fund', 'concept2': 'empire', 'relationtype': 'positive'}], [{'concept1': 'illegal drugs', 'relation': 'will fund', 'concept2': 'the criminal empire', 'relationtype': 'negative'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
6809	yes criminal activity related to drugs would decrease , because the act of selling drugs would no longer be illegal , but other illegal acts that would increase ! ! !	[[{'concept1': 'act of selling drugs', 'relation': 'decrease', 'concept2': 'criminal activity related to drugs', 'relationtype': 'positive'}, {'concept1': 'other illegal acts', 'relation': 'increase', 'concept2': 'criminal activity', 'relationtype': 'positive'}], [{'concept1': 'act of selling drugs would no longer be illegal', 'relation': 'decrease', 'concept2': 'criminal activity related to drugs', 'relationtype': 'negative'}, {'concept1': 'act of selling drugs would no longer be illegal', 'relation': 'increase', 'concept2': 'other illegal acts', 'relationtype': 'positive'}], [{'concept1': 'drugs', 'relation': 'decrease', 'concept2': 'criminal activity', 'relationtype': 'negative'}]]	0	1	1	{'positive': {'min': 0, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
6825	let us take the moral high ground will claim that death penalty may bring victims ' families solace and closure	[[{'concept1': 'death penalty', 'relation': 'lead to', 'concept2': 'solace', 'relationtype': 'positive'}], [{'concept1': 'death penalty', 'relation': 'may bring', 'concept2': "victims ' families closure", 'relationtype': 'positive'}, {'concept1': 'death penalty', 'relation': 'may bring', 'concept2': "victims ' families solace", 'relationtype': 'positive'}], nan]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6829	the socially and religiously sanctioned abuse and murder of family members women are seen as bringing disgrace upon your family due to perceived	[nan, [{'concept1': 'abuse', 'relation': 'bringing', 'concept2': 'disgrace', 'relationtype': 'positive'}, {'concept1': 'murder', 'relation': 'bringing', 'concept2': 'disgrace', 'relationtype': 'positive'}], [{'concept1': 'socially and religiously sanctioned abuse and murder', 'relation': 'seen as', 'concept2': 'bringing disgrace upon your family', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
6856	the death penalty also has a violently negative effect on other innocent victims ; the families of death row inmates	[nan, [{'concept1': 'death penalty', 'relation': 'negative effect', 'concept2': 'innocent victims', 'relationtype': 'negative'}], [{'concept1': 'death penalty', 'relation': 'inmates', 'concept2': 'families', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
6884	the death penalty is only harms innocent people and the victim 's family	[[{'concept1': 'death penalty', 'relation': 'harms', 'concept2': 'people', 'relationtype': 'negative'}], nan, [{'concept1': 'the death penalty', 'relation': 'harms', 'concept2': 'innocent people', 'relationtype': 'positive'}, {'concept1': 'the death penalty', 'relation': 'harms', 'concept2': "the victim 's family", 'relationtype': 'positive'}]]	0	0	0	{'positive': {'min': 0, 'max': 2, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
7000	executions hurt murder victims ' families for human rights left behind [ 3 ]	[[{'concept1': 'executions', 'relation': 'hurt', 'concept2': "victims ' families", 'relationtype': 'positive'}], nan, [{'concept1': 'executions', 'relation': 'hurt', 'concept2': 'families', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
7023	remember that the paper concludes that under an oligopsony , a minimum wage will decrease employment in some places and increase a minimum wage	[[{'concept1': 'minimum wage', 'relation': 'decrease', 'concept2': 'employment', 'relationtype': 'negative'}], [{'concept1': 'a minimum wage', 'relation': 'will decrease', 'concept2': 'employment', 'relationtype': 'negative'}], [{'concept1': 'minimum wage', 'relation': 'decrease', 'concept2': 'employment', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
7028	increases in states minimum wages did decrease employment	[[{'concept1': 'increased in states minimum wage', 'relation': 'decrease', 'concept2': 'employment', 'relationtype': 'negative'}], [{'concept1': 'states minimum wages', 'relation': 'increases', 'concept2': 'decrease employment', 'relationtype': 'positive'}], [{'concept1': "increases in state's minimum wages", 'relation': 'decrease', 'concept2': 'employment', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
7030	a rise in the minimum wage that caused this eliminates monopsonist power and reduces the degree to which exploitation occurs , up to the point where the marginal cost of labour ( mcl ) = marginal revenue product ( mcp ) , so profits still occur for the former monopsonist , merely that workers ca n't exploit workers by paying workers below what would be payed in a competitive fact , in the case of a monopsony the minimum wage increases employment	[[{'concept1': 'rise in the minimum wage', 'relation': 'eliminates', 'concept2': 'monopsonist power', 'relationtype': 'negative'}], [{'concept1': 'minimum wage', 'relation': 'increases', 'concept2': 'employment', 'relationtype': 'positive'}, {'concept1': 'minimum wage', 'relation': 'caused', 'concept2': 'this', 'relationtype': 'positive'}, {'concept1': 'rise in the minimum wage', 'relation': 'eliminates', 'concept2': 'monopsonist power', 'relationtype': 'negative'}, {'concept1': 'rise in the minimum wage', 'relation': 'reduces', 'concept2': 'exploitation', 'relationtype': 'negative'}], [{'concept1': 'rise in the minimum wage', 'relation': 'increases', 'concept2': 'employment', 'relationtype': 'positive'}]]	0	1	1	{'positive': {'min': 0, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 2, 'agg': 1}}
