Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
7399	the kind of torture i advocate has an end of saving lives	['NoRelation', 'NoRelation', 'Relation']	NoRelation
7404	torture has the capability to draw confessions and potentially save lives	['NoisySentence', 'Relation', 'Relation']	Relation
7405	torture does not lead to save lives	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7406	torture is justified to use water boarding because torture saves lives	['Relation', 'NoRelation', 'Relation']	Relation
7407	torture is justified in saving lives	['Relation', 'NoRelation', 'NoRelation']	NoRelation
7408	meaning torture used at the minimalist form and saving lives are innocents	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
7414	the possibility of saving lives justifies torture	['NoRelation', 'Relation', 'Relation']	Relation
7415	conclusion : due to a high security fence 's costlyness , a high security fence effectiveness ( none ) , and a high security fence international a enviromental downsides , the mexico border fence is a bad idea	['NoRelation', 'Relation', 'NoRelation']	NoRelation
7427	the annualized cost of a secure border fence is only about $ 400 million	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7436	a serious commitment to border security would require fencing off the entire southern border all 1,891 miles of the san diego fence	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7441	a 700 mile fence is only the first step in securing the whole southern border	['Relation', 'Relation', 'NoRelation']	Relation
7442	the us needs to focus on establishing better relationships with border controls on either side and re examine policies in order to decrease detrimental activities and increase the security of the mexican border defined by fences people	['Relation', 'NoisySentence', 'Relation']	Relation
7456	a border fence will not improve security	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7471	a border fence is an asset to wes ' national security	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7476	an immigration fence with tighter border security can reduce these risks no	['Relation', 'Relation', 'Relation']	Relation
7479	nearly all the present border fence is low security	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7483	member of the house of representatives ( r ca ) know fencing helps secure ours ' because criminal activity in every statistical category has been eliminated or decreased since our built the border fence in san diego county 8 ]	['Relation', 'Relation', 'Relation']	Relation
7488	all of the security benefits of a wall fail : ( thehill	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7491	5 billion is just for the security for the actual wall itself	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7500	the border fence is an asset to wes ' national security	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
7508	a border wall would have security guards	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7536	the reason behind building the mexican border wall is to bring overall security	['Relation', 'Relation', 'Relation']	Relation
7537	p2 ) it is estimated that less than 15 % of the total increase in wages resulting from an increase in the minimum will go to people below the poverty line and less than a third of those receiving the minimum wage are families below the poverty line	['NoRelation', 'NoRelation', 'Relation']	NoRelation
7544	will a minimum wage increase help to alleviate poverty , as the president suggested in the president 's speech	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
7545	higher minimum wages would be the answer to poverty	['Relation', 'NoRelation', 'Relation']	Relation
7553	higher minimum wages moderately reduce the share of individuals with incomes below 50 , 75 and 100 percent of the federal poverty line here are a few of the benefits that the congressional budget office found would result from increasing the minimum wage to $ an hour	['Relation', 'Relation', 'Relation']	Relation
7563	a person was living off the minimum wage , a person or she would be below the poverty line , and would n't be contributing to the economy very much ) since the minimum wage increases outsourcing	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
7564	these less than adequate minimum wage increases accumulate and they create poverty were previously there was n't any or where it was less the graph above shows than it did in the late , the current president has advocated tying the current minimum wage of $ hike to inflation were that way	['Relation', 'Relation', 'Relation']	Relation
7575	[ 6 ] conclusion : my have proven that not only would increasing the federal minimum wage to $ 10 or above would be ineffective in reducing poverty , the federal minimum wage would hurt businesses and ultimately the minimum wage workers through unemployment	['Relation', 'Relation', 'Relation']	Relation
7596	a ten percent increase is roughly equal to 55000 effects as well as the higher likelihood of those working above the federal minimum wage to slip into poverty in these situations	['NoisySentence', 'NoRelation', 'NoisySentence']	NoisySentence
7601	increasing minimum wage would n't help those in poverty ultimately defeating the purpose of increasing minimum wage	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7613	market mechanisms such as carbon trading allow the greatest reduction in emissions at the least cost	['Relation', 'Relation', 'Relation']	Relation
7617	the european union 's recent experience of running a cap and trade system for carbon emissions does not inspire confidence	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7630	cap and trade bills place a cap on carbon emissions	['Relation', 'Relation', 'Relation']	Relation
7633	barack obama 's website achieves this in saying : implement an economy wide cap and trade program to reduce greenhouse gas emissions 80 percent by 2050	['NoisySentence', 'Relation', 'Relation']	Relation
7648	a perfect market in carbon emissions would not provide	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7652	s down at the bottom of society the black man with the newly subjugated hispanic immigrants	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
7658	these relatively recent changes in the national origin of immigrants have begun to convert the united states of america into a largely bi racial society ( gurganious )	['Relation', 'NoisySentence', 'Relation']	Relation
7663	immigrants from these antediluvian societies achieve this	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7664	americans and illegals do n't directly compete for jobs , and to a degree necessitates illegal immigration to keep society functional	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7669	people want the opportunities and benefits that commodification afford , hence the rampant mass immigration to western societies and the push to have growth through capitalism/commodification in countries without growth	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
